date,team,score,suf_score,rank,rank_suf,rank_change,total_points,result,rank_dif,points_by_rank,team_points
2023-09-12,Grenada,0,4,174.0,79.0,0.0,960.77,0,-95.0,0.0,0
2023-09-12,Bahamas,2,3,197.0,168.0,0.0,852.87,0,-29.0,0.0,0
2023-09-12,Antigua and Barbuda,0,5,132.0,163.0,0.0,1107.51,0,31.0,0.0,0
2023-09-12,Dominica,3,0,184.0,202.0,0.0,904.88,1,18.0,0.01485148514851485,3
2023-09-12,Argentina,3,0,1.0,83.0,0.0,1843.73,1,82.0,0.03614457831325301,3
2023-09-12,Uruguay,1,2,16.0,40.0,0.0,1633.13,0,24.0,0.0,0
2023-09-12,Paraguay,0,1,49.0,57.0,0.0,1442.64,0,8.0,0.0,0
2023-09-12,Brazil,1,0,3.0,21.0,0.0,1828.27,1,18.0,0.14285714285714285,3
2023-09-12,Colombia,0,0,17.0,32.0,0.0,1624.91,2,15.0,0.03125,1
2023-09-12,Jordan,1,2,82.0,121.0,0.0,1296.26,0,39.0,0.0,0
2023-09-12,Turkmenistan,1,1,138.0,86.0,0.0,1089.77,2,-52.0,0.011627906976744186,1
2023-09-12,Syria,1,0,94.0,80.0,0.0,1241.62,1,-14.0,0.0375,3
2023-09-12,Tunisia,3,1,31.0,34.0,0.0,1516.66,1,3.0,0.08823529411764706,3
2023-09-12,France,1,2,2.0,15.0,0.0,1843.54,0,13.0,0.0,0
2023-09-12,Liberia,1,3,148.0,60.0,0.0,1049.94,0,-88.0,0.0,0
2023-09-12,Angola,0,4,116.0,22.0,-1.6900000000000546,1169.07,0,-94.0,0.0,0
2023-09-12,South Sudan,1,0,167.0,105.0,0.0,983.35,1,-62.0,0.02857142857142857,3
2023-09-12,Saudi Arabia,0,1,54.0,28.0,0.0,1421.46,0,-26.0,0.0,0
2023-09-12,Uzbekistan,3,3,74.0,12.0,0.0,1327.58,2,-62.0,0.08333333333333333,1
2023-09-12,Burkina Faso,0,1,56.0,14.0,0.0,1419.18,0,-42.0,0.0,0
2023-09-12,Afghanistan,1,2,157.0,135.0,0.0,1020.32,0,-22.0,0.0,0
2023-09-12,England,3,1,4.0,30.0,0.0,1797.39,1,26.0,0.1,3
2023-09-12,Algeria,1,0,33.0,18.0,0.0,1511.23,1,-15.0,0.16666666666666666,3
2023-09-12,DR Congo,0,1,69.0,63.0,0.0,1350.11,0,-6.0,0.0,0
2023-09-12,Costa Rica,1,4,46.0,72.0,-24.74000000000001,1453.56,0,26.0,0.0,0
2023-09-12,Oman,0,4,73.0,11.0,0.0,1332.45,0,-62.0,0.0,0
2023-09-12,Burundi,0,3,140.0,42.0,0.0,1085.06,0,-98.0,0.0,0
2023-09-12,Georgia,1,2,78.0,44.0,0.0,1312.8,0,-34.0,0.0,0
2023-09-12,Cyprus,0,6,118.0,10.0,0.0,1163.73,0,-108.0,0.0,0
2023-09-12,Ukraine,1,2,24.0,8.0,0.0,1541.25,0,-16.0,0.0,0
2023-09-12,North Macedonia,2,0,68.0,171.0,0.0,1350.53,1,103.0,0.017543859649122806,3
2023-09-12,Estonia,0,5,111.0,5.0,0.0,1179.3,0,-106.0,0.0,0
2023-09-12,Austria,3,1,29.0,23.0,0.0,1528.06,1,-6.0,0.13043478260869565,3
2023-09-12,Andorra,0,3,154.0,13.0,0.0,1022.3,0,-141.0,0.0,0
2023-09-12,Belarus,0,1,98.0,76.0,0.0,1212.28,0,-22.0,0.0,0
2023-09-12,Kosovo,0,2,109.0,48.0,0.0,1179.69,0,-61.0,0.0,0
2023-10-10,Vietnam,0,2,95.0,80.0,0.0,1238.23,0,-15.0,0.0,0
2023-10-11,Gibraltar,0,4,198.0,35.0,0.0,851.64,0,-163.0,0.0,0
2023-10-12,Haiti,1,1,87.0,143.0,-3.3199999999999363,1272.64,2,56.0,0.006993006993006993,1
2023-10-12,Jamaica,4,1,58.0,174.0,41.90000000000009,1409.73,1,116.0,0.017241379310344827,3
2023-10-12,Honduras,0,0,79.0,172.0,12.809999999999944,1309.23,2,93.0,0.005813953488372093,1
2023-10-12,British Virgin Islands,1,1,206.0,184.0,0.0,804.11,2,-22.0,0.005434782608695652,1
2023-10-12,Uruguay,2,2,16.0,17.0,0.0,1633.13,2,1.0,0.058823529411764705,1
2023-10-12,Ecuador,2,1,40.0,83.0,0.0,1486.47,1,43.0,0.03614457831325301,3
2023-10-12,Paraguay,0,1,49.0,1.0,0.0,1442.64,0,-48.0,0.0,0
2023-10-12,Venezuela,1,1,57.0,3.0,0.0,1417.23,2,-54.0,0.3333333333333333,1
2023-10-12,Peru,0,2,21.0,32.0,0.0,1561.2,0,11.0,0.0,0
2023-10-12,Mongolia,0,1,183.0,157.0,0.0,908.71,0,-26.0,0.0,0
2023-10-12,Pakistan,0,0,201.0,176.0,-4.460000000000036,847.67,2,-25.0,0.005681818181818182,1
2023-10-12,Bangladesh,1,1,189.0,155.0,2.9400000000000546,892.44,2,-34.0,0.0064516129032258064,1
2023-10-12,Macau,1,5,182.0,160.0,0.0,913.68,0,-22.0,0.0,0
2023-10-12,Laos,1,1,187.0,175.0,0.0,899.58,2,-12.0,0.005714285714285714,1
2023-10-12,Guam,1,2,203.0,158.0,0.0,838.33,0,-45.0,0.0,0
2023-10-12,Sri Lanka,0,3,204.0,156.0,0.0,825.25,0,-48.0,0.0,0
2023-10-12,Cape Verde,1,5,66.0,33.0,0.0,1354.65,0,-33.0,0.0,0
2023-10-12,Zambia,0,1,84.0,34.0,3.5699999999999363,1293.77,0,-50.0,0.0,0
2023-10-12,Thailand,0,8,113.0,78.0,0.0,1174.37,0,-35.0,0.0,0
2023-10-12,Lebanon,2,3,100.0,71.0,4.029999999999973,1205.77,0,-29.0,0.0,0
2023-10-12,Moldova,1,3,164.0,23.0,0.0,990.73,0,-141.0,0.0,0
2023-10-12,Scotland,0,2,30.0,10.0,0.0,1520.24,0,-20.0,0.0,0
2023-10-12,Norway,4,0,44.0,118.0,0.0,1458.47,1,74.0,0.025423728813559324,3
2023-10-12,Armenia,0,2,90.0,134.0,0.0,1252.6,0,44.0,0.0,0
2023-10-12,Poland,2,0,26.0,129.0,0.0,1536.99,1,103.0,0.023255813953488372,3
2023-10-12,Kosovo,3,0,109.0,154.0,0.0,1179.69,1,45.0,0.01948051948051948,3
2023-10-12,Romania,0,0,48.0,98.0,0.0,1443.98,2,50.0,0.01020408163265306,1
2023-10-13,Panama,2,1,45.0,88.0,54.71000000000004,1453.94,1,43.0,0.03409090909090909,3
2023-10-13,Guatemala,2,3,107.0,102.0,20.110000000000127,1186.71,0,-5.0,0.0,0
2023-10-13,Nicaragua,3,0,141.0,179.0,0.0,1076.11,1,38.0,0.01675977653631285,3
2023-10-13,Dominican Republic,5,0,152.0,166.0,0.0,1036.74,1,14.0,0.018072289156626505,3
2023-10-13,Bermuda,1,0,173.0,177.0,0.0,966.27,1,4.0,0.01694915254237288,3
2023-10-13,Australia,0,1,27.0,4.0,0.0,1530.45,0,-23.0,0.0,0
2023-10-13,Burkina Faso,0,0,56.0,91.0,0.0,1419.18,2,35.0,0.01098901098901099,1
2023-10-13,Guinea-Bissau,0,1,112.0,81.0,0.0,1178.93,0,-31.0,0.0,0
2023-10-13,Qatar,0,0,59.0,70.0,2.0499999999999545,1395.57,2,11.0,0.014285714285714285,1
2023-10-13,Canada,1,4,43.0,20.0,4.460000000000036,1458.58,0,-23.0,0.0,0
2023-10-13,Tunisia,0,4,31.0,28.0,0.0,1516.66,0,-3.0,0.0,0
2023-10-13,Uganda,0,1,92.0,51.0,0.0,1250.32,0,-41.0,0.0,0
2023-10-13,Saudi Arabia,2,2,54.0,39.0,0.0,1421.46,2,-15.0,0.02564102564102564,1
2023-10-13,Eswatini,0,0,146.0,63.0,-0.6299999999998818,1058.19,2,-83.0,0.015873015873015872,1
2023-10-13,Uzbekistan,2,0,74.0,95.0,0.0,1327.58,1,21.0,0.031578947368421054,3
2023-10-13,Greece,2,0,50.0,53.0,0.0,1441.06,1,3.0,0.05660377358490566,3
2023-10-13,France,2,1,2.0,7.0,0.0,1843.54,1,5.0,0.42857142857142855,3
2023-10-13,Azerbaijan,2,0,121.0,111.0,0.0,1143.22,1,-10.0,0.02702702702702703,3
2023-10-13,Belgium,3,2,5.0,29.0,0.0,1788.55,1,24.0,0.10344827586206896,3
2023-10-13,Luxembourg,1,1,89.0,67.0,0.0,1262.72,2,-22.0,0.014925373134328358,1
2023-10-13,Slovakia,2,3,47.0,9.0,0.0,1447.05,0,-38.0,0.0,0
2023-10-13,Bosnia and Herzegovina,2,0,62.0,200.0,0.0,1381.1,1,138.0,0.015,3
2023-10-13,Mozambique,1,1,117.0,116.0,-1.599999999999909,1164.25,2,-1.0,0.008620689655172414,1
2023-10-14,Guyana,3,1,168.0,163.0,0.0,981.69,1,-5.0,0.018404907975460124,3
2023-10-14,Antigua and Barbuda,4,1,132.0,197.0,0.0,1107.51,1,65.0,0.015228426395939087,3
2023-10-14,Morocco,1,1,14.0,52.0,0.0,1655.5,2,38.0,0.019230769230769232,1
2023-10-14,Libya,3,2,127.0,148.0,0.0,1130.75,1,21.0,0.02027027027027027,3
2023-10-14,Madagascar,1,2,108.0,101.0,0.0,1186.09,0,-7.0,0.0,0
2023-10-14,Ghana,0,2,60.0,12.0,0.0,1391.13,0,-48.0,0.0,0
2023-10-14,Somalia,0,3,196.0,128.0,0.0,854.72,0,-68.0,0.0,0
2023-10-14,Benin,1,1,93.0,120.0,0.0,1248.13,2,27.0,0.008333333333333333,1
2023-10-14,Germany,3,1,15.0,11.0,0.0,1636.32,1,-4.0,0.2727272727272727,3
2023-10-14,North Macedonia,0,2,68.0,24.0,0.0,1350.53,0,-44.0,0.0,0
2023-10-14,Malta,0,4,171.0,8.0,0.0,972.86,0,-163.0,0.0,0
2023-10-14,Lithuania,2,0,144.0,77.0,0.0,1069.97,1,-67.0,0.03896103896103896,3
2023-10-14,Serbia,1,2,25.0,36.0,0.0,1539.03,0,11.0,0.0,0
2023-10-14,San Marino,0,3,208.0,64.0,0.0,753.11,0,-144.0,0.0,0
2023-10-14,Finland,0,3,55.0,61.0,0.0,1419.47,0,6.0,0.0,0
2023-10-14,Kazakhstan,1,3,104.0,19.0,0.0,1198.24,0,-85.0,0.0,0
2023-10-15,Cuba,0,4,172.0,79.0,-16.550000000000068,968.29,0,-93.0,0.0,0
2023-10-15,Jamaica,3,2,58.0,87.0,41.90000000000009,1409.73,1,29.0,0.034482758620689655,3
2023-10-15,Grenada,0,4,174.0,143.0,0.0,960.77,0,-31.0,0.0,0
2023-10-15,Tanzania,1,1,124.0,131.0,0.0,1138.79,2,7.0,0.007633587786259542,1
2023-10-15,Cyprus,0,4,118.0,78.0,0.0,1163.73,0,-40.0,0.0,0
2023-10-15,Spain,1,0,10.0,44.0,0.0,1703.45,1,34.0,0.06818181818181818,3
2023-10-15,Croatia,1,2,6.0,35.0,0.0,1742.55,0,29.0,0.0,0
2023-10-15,Moldova,1,1,164.0,26.0,0.0,990.73,2,-138.0,0.038461538461538464,1
2023-10-15,Belarus,3,3,98.0,13.0,0.0,1212.28,2,-85.0,0.07692307692307693,1
2023-10-15,Andorra,0,4,154.0,48.0,0.0,1022.3,0,-106.0,0.0,0
2023-10-16,Barbados,2,5,166.0,152.0,0.0,984.05,0,-14.0,0.0,0
2023-10-16,Montserrat,0,3,179.0,141.0,0.0,938.02,0,-38.0,0.0,0
2023-10-16,British Virgin Islands,2,2,206.0,202.0,0.0,804.11,2,-4.0,0.0049504950495049506,1
2023-10-16,Egypt,1,1,34.0,33.0,0.0,1509.89,2,-1.0,0.030303030303030304,1
2023-10-16,Eswatini,1,2,146.0,147.0,-0.6299999999998818,1058.19,0,1.0,0.0,0
2023-10-16,Uzbekistan,2,1,74.0,80.0,0.0,1327.58,1,6.0,0.0375,3
2023-10-16,Nigeria,3,2,39.0,117.0,0.0,1486.48,1,78.0,0.02564102564102564,3
2023-10-16,Cameroon,0,1,42.0,18.0,0.0,1470.97,0,-24.0,0.0,0
2023-10-16,Republic of Ireland,4,0,53.0,198.0,0.0,1426.26,1,145.0,0.015151515151515152,3
2023-10-16,Netherlands,1,0,7.0,50.0,0.0,1731.23,1,43.0,0.06,3
2023-10-16,Austria,1,0,29.0,121.0,0.0,1528.06,1,92.0,0.024793388429752067,3
2023-10-16,Sweden,1,1,23.0,5.0,0.0,1547.11,2,-18.0,0.2,1
2023-10-16,Liechtenstein,0,4,200.0,67.0,0.0,848.82,0,-133.0,0.0,0
2023-10-16,Portugal,5,0,9.0,62.0,0.0,1718.25,1,53.0,0.04838709677419355,3
2023-10-16,Slovakia,1,0,47.0,89.0,0.0,1447.05,1,42.0,0.033707865168539325,3
2023-10-17,Guatemala,0,3,107.0,45.0,20.110000000000127,1186.71,0,-62.0,0.0,0
2023-10-17,Trinidad and Tobago,3,5,102.0,88.0,-3.539999999999964,1199.74,0,-14.0,0.0,0
2023-10-17,Belize,1,1,177.0,173.0,0.0,939.96,2,-4.0,0.005780346820809248,1
2023-10-17,Bahamas,2,2,197.0,132.0,0.0,852.87,2,-65.0,0.007575757575757576,1
2023-10-17,Puerto Rico,1,3,163.0,168.0,0.0,993.8,0,5.0,0.0,0
2023-10-17,Chile,0,3,32.0,57.0,0.0,1511.31,0,25.0,0.0,0
2023-10-17,Colombia,0,0,17.0,40.0,0.0,1624.91,2,23.0,0.025,1
2023-10-17,Bolivia,0,1,83.0,49.0,0.0,1295.09,0,-34.0,0.0,0
2023-10-17,Argentina,2,0,1.0,21.0,0.0,1843.73,1,20.0,0.14285714285714285,3
2023-10-17,Brazil,0,2,3.0,16.0,0.0,1828.27,0,13.0,0.0,0
2023-10-17,Maldives,1,2,155.0,189.0,-2.8700000000000045,1021.85,0,34.0,0.0,0
2023-10-17,Singapore,1,0,158.0,203.0,0.0,1014.78,1,45.0,0.014778325123152709,3
2023-10-17,Nepal,1,0,175.0,187.0,-1.3100000000000591,958.05,1,12.0,0.016042780748663103,3
2023-10-17,Myanmar,0,0,160.0,182.0,0.0,1000.26,2,22.0,0.005494505494505495,1
2023-10-17,Afghanistan,1,0,157.0,183.0,0.0,1020.32,1,26.0,0.01639344262295082,3
2023-10-17,Cambodia,0,1,176.0,201.0,0.0,942.97,0,25.0,0.0,0
2023-10-17,Yemen,1,1,156.0,204.0,0.0,1020.37,2,48.0,0.004901960784313725,1
2023-10-17,Bulgaria,0,2,77.0,65.0,0.0,1315.48,0,-12.0,0.0,0
2023-10-17,DR Congo,0,0,69.0,116.0,0.0,1350.11,2,47.0,0.008620689655172414,1
2023-10-17,Philippines,0,1,135.0,86.0,0.0,1095.66,0,-49.0,0.0,0
2023-10-17,Madagascar,2,1,108.0,93.0,0.0,1186.09,1,-15.0,0.03225806451612903,3
2023-10-17,Mauritania,1,2,101.0,56.0,0.0,1205.18,0,-45.0,0.0,0
2023-10-17,Comoros,2,1,130.0,66.0,-2.8299999999999272,1119.99,1,-64.0,0.045454545454545456,3
2023-10-17,Thailand,1,1,113.0,111.0,0.0,1174.37,2,-2.0,0.009009009009009009,1
2023-10-17,Scotland,1,4,30.0,2.0,0.0,1520.24,0,-28.0,0.0,0
2023-10-17,Gabon,1,1,85.0,81.0,0.0,1285.25,2,-4.0,0.012345679012345678,1
2023-10-17,South Africa,1,1,63.0,52.0,-1.240000000000009,1368.25,2,-11.0,0.019230769230769232,1
2023-10-17,Vietnam,0,6,95.0,28.0,0.0,1238.23,0,-67.0,0.0,0
2023-10-17,Niger,1,1,128.0,127.0,0.0,1129.67,2,-1.0,0.007874015748031496,1
2023-10-17,Saudi Arabia,1,3,54.0,51.0,0.0,1421.46,0,-3.0,0.0,0
2023-10-17,Germany,2,2,15.0,12.0,0.0,1636.32,2,-3.0,0.08333333333333333,1
2023-10-17,Armenia,1,3,90.0,68.0,0.0,1252.6,0,-22.0,0.0,0
2023-10-17,Sierra Leone,2,0,120.0,196.0,0.0,1156.11,1,76.0,0.015306122448979591,3
2023-10-17,Chad,0,1,181.0,131.0,0.0,930.22,0,-50.0,0.0,0
2023-10-17,Kuwait,2,1,137.0,94.0,6.080000000000155,1090.42,1,-43.0,0.031914893617021274,3
2023-10-17,Lebanon,1,2,100.0,72.0,4.029999999999973,1205.77,0,-28.0,0.0,0
2023-10-17,Ghana,0,4,60.0,11.0,0.0,1391.13,0,-49.0,0.0,0
2023-10-17,Uganda,0,3,92.0,84.0,0.0,1250.32,0,-8.0,0.0,0
2023-10-17,Liberia,0,3,148.0,14.0,0.0,1049.94,0,-134.0,0.0,0
2023-10-17,Italy,1,3,8.0,4.0,0.0,1726.58,0,-4.0,0.0,0
2023-10-17,Ukraine,3,1,24.0,171.0,0.0,1541.25,1,147.0,0.017543859649122806,3
2023-10-17,Montenegro,1,3,71.0,25.0,0.0,1343.45,0,-46.0,0.0,0
2023-10-17,Hungary,2,2,36.0,144.0,0.0,1504.57,2,108.0,0.006944444444444444,1
2023-10-17,Kazakhstan,2,1,104.0,55.0,0.0,1198.24,1,-49.0,0.05454545454545454,3
2023-10-17,Slovenia,1,0,61.0,64.0,0.0,1391.04,1,3.0,0.046875,3
2023-10-17,Denmark,2,1,19.0,208.0,0.0,1597.37,1,189.0,0.014423076923076924,3
2023-10-23,Kuwait,0,1,137.0,72.0,6.080000000000155,1090.42,0,-65.0,0.0,0
2023-11-11,Jamaica,0,0,58.0,107.0,41.90000000000009,1409.73,2,49.0,0.009345794392523364,1
2023-11-12,Israel,0,1,76.0,109.0,0.0,1323.81,0,33.0,0.0,0
2023-11-15,Sierra Leone,0,0,120.0,142.0,0.0,1156.11,2,22.0,0.007042253521126761,1
2023-11-15,Mauritania,0,2,101.0,69.0,0.0,1205.18,0,-32.0,0.0,0
2023-11-15,Zimbabwe,0,0,125.0,139.0,0.0,1138.56,2,14.0,0.007194244604316547,1
2023-11-15,Namibia,0,1,114.0,91.0,-2.730000000000018,1172.41,0,-23.0,0.0,0
2023-11-15,Serbia,0,1,25.0,5.0,0.0,1539.03,0,-20.0,0.0,0
2023-11-15,Switzerland,1,1,13.0,76.0,0.0,1661.12,2,63.0,0.013157894736842105,1
2023-11-16,Dominica,2,1,184.0,206.0,0.0,904.88,1,22.0,0.014563106796116505,3
2023-11-16,Panama,3,0,45.0,46.0,54.71000000000004,1453.94,1,1.0,0.06521739130434782,3
2023-11-16,Trinidad and Tobago,0,3,102.0,11.0,-3.539999999999964,1199.74,0,-91.0,0.0,0
2023-11-16,Peru,0,2,21.0,83.0,0.0,1561.2,0,62.0,0.0,0
2023-11-16,Ecuador,0,0,40.0,57.0,0.0,1486.47,2,17.0,0.017543859649122806,1
2023-11-16,Brazil,1,2,3.0,17.0,0.0,1828.27,0,14.0,0.0,0
2023-11-16,Uruguay,2,0,16.0,1.0,0.0,1633.13,1,-15.0,3.0,3
2023-11-16,Paraguay,0,0,49.0,32.0,0.0,1442.64,2,-17.0,0.03125,1
2023-11-16,Afghanistan,1,8,157.0,59.0,0.0,1020.32,0,-98.0,0.0,0
2023-11-16,India,1,0,99.0,137.0,3.789999999999964,1208.69,1,38.0,0.021897810218978103,3
2023-11-16,Myanmar,0,5,160.0,20.0,0.0,1000.26,0,-140.0,0.0,0
2023-11-16,China PR,2,1,80.0,113.0,0.0,1304.78,1,33.0,0.02654867256637168,3
2023-11-16,Singapore,0,5,158.0,28.0,0.0,1014.78,0,-130.0,0.0,0
2023-11-16,Uzbekistan,3,1,74.0,138.0,0.0,1327.58,1,64.0,0.021739130434782608,3
2023-11-16,Indonesia,1,5,150.0,70.0,0.0,1047.46,0,-80.0,0.0,0
2023-11-16,Vietnam,2,0,95.0,135.0,0.0,1238.23,1,40.0,0.022222222222222223,3
2023-11-16,Jordan,1,1,82.0,110.0,0.0,1296.26,2,28.0,0.00909090909090909,1
2023-11-16,Pakistan,0,4,201.0,54.0,-4.460000000000036,847.67,0,-147.0,0.0,0
2023-11-16,Nepal,0,4,175.0,72.0,-1.3100000000000591,958.05,0,-103.0,0.0,0
2023-11-16,Bahrain,2,0,86.0,156.0,0.0,1282.05,1,70.0,0.019230769230769232,3
2023-11-16,Palestine,0,0,96.0,100.0,0.0,1233.02,2,4.0,0.01,1
2023-11-16,Bangladesh,0,7,189.0,27.0,2.9400000000000546,892.44,0,-162.0,0.0,0
2023-11-16,Djibouti,0,6,191.0,34.0,0.0,889.2,0,-157.0,0.0,0
2023-11-16,Togo,1,1,122.0,131.0,0.0,1140.88,2,9.0,0.007633587786259542,1
2023-11-16,Lesotho,1,1,151.0,39.0,3.5800000000001546,1038.68,2,-112.0,0.02564102564102564,1
2023-11-16,Angola,0,0,116.0,66.0,-1.6900000000000546,1169.07,2,-50.0,0.015151515151515152,1
2023-11-16,Gambia,2,3,119.0,140.0,0.0,1159.82,0,21.0,0.0,0
2023-11-16,Kenya,1,2,105.0,85.0,0.0,1191.07,0,-20.0,0.0,0
2023-11-16,Mozambique,3,2,117.0,147.0,-1.599999999999909,1164.25,1,30.0,0.02040816326530612,3
2023-11-16,Somalia,1,3,196.0,33.0,0.0,854.72,0,-163.0,0.0,0
2023-11-16,El Salvador,1,1,75.0,88.0,7.829999999999927,1325.47,2,13.0,0.011363636363636364,1
2023-11-16,Faroe Islands,0,2,129.0,44.0,0.0,1126.3,0,-85.0,0.0,0
2023-11-16,Spain,3,1,10.0,118.0,0.0,1703.45,1,108.0,0.025423728813559324,3
2023-11-16,Scotland,2,2,30.0,78.0,0.0,1520.24,2,48.0,0.01282051282051282,1
2023-11-16,Austria,2,0,29.0,111.0,0.0,1528.06,1,82.0,0.02702702702702703,3
2023-11-16,Sweden,0,3,23.0,121.0,0.0,1547.11,0,98.0,0.0,0
2023-11-16,Hungary,2,2,36.0,77.0,0.0,1504.57,2,41.0,0.012987012987012988,1
2023-11-16,Lithuania,0,2,144.0,71.0,0.0,1069.97,0,-73.0,0.0,0
2023-11-16,Portugal,2,0,9.0,200.0,0.0,1718.25,1,191.0,0.015,3
2023-11-16,Bosnia and Herzegovina,1,4,62.0,89.0,0.0,1381.1,0,27.0,0.0,0
2023-11-16,Iceland,2,4,67.0,47.0,0.0,1352.98,0,-20.0,0.0,0
2023-11-17,Dominican Republic,1,2,152.0,179.0,0.0,1036.74,0,27.0,0.0,0
2023-11-17,Nicaragua,4,0,141.0,166.0,0.0,1076.11,1,25.0,0.018072289156626505,3
2023-11-17,Mexico,0,2,12.0,79.0,26.399999999999864,1665.59,0,67.0,0.0,0
2023-11-17,Guinea-Bissau,1,1,112.0,56.0,0.0,1178.93,2,-56.0,0.017857142857142856,1
2023-11-17,Libya,1,0,127.0,146.0,0.0,1130.75,1,19.0,0.02054794520547945,3
2023-11-17,Mauritius,0,3,180.0,42.0,0.0600000000000591,936.09,0,-138.0,0.0,0
2023-11-17,Congo,2,4,106.0,84.0,0.0,1190.63,0,-22.0,0.0,0
2023-11-17,Seychelles,0,9,194.0,52.0,-3.419999999999959,856.71,0,-142.0,0.0,0
2023-11-17,Uganda,1,2,92.0,81.0,0.0,1250.32,0,-11.0,0.0,0
2023-11-17,Malawi,1,0,123.0,148.0,7.480000000000018,1140.65,1,25.0,0.02027027027027027,3
2023-11-17,São Tomé and Príncipe,0,4,186.0,31.0,0.0,900.07,0,-155.0,0.0,0
2023-11-17,Central African Republic,2,4,126.0,130.0,0.0,1133.5,0,4.0,0.0,0
2023-11-17,Madagascar,0,1,108.0,60.0,0.0,1186.09,0,-48.0,0.0,0
2023-11-17,Chad,1,3,181.0,51.0,0.0,930.22,0,-130.0,0.0,0
2023-11-17,Malta,0,2,171.0,4.0,0.0,972.86,0,-167.0,0.0,0
2023-11-17,North Macedonia,2,5,68.0,8.0,0.0,1350.53,0,-60.0,0.0,0
2023-11-17,Albania,1,1,65.0,164.0,0.0,1357.39,2,99.0,0.006097560975609756,1
2023-11-17,Northern Ireland,0,4,64.0,55.0,0.0,1361.17,0,-9.0,0.0,0
2023-11-17,Slovenia,1,2,61.0,19.0,0.0,1391.04,0,-42.0,0.0,0
2023-11-17,San Marino,1,3,208.0,104.0,0.0,753.11,0,-104.0,0.0,0
2023-11-18,Puerto Rico,3,2,163.0,132.0,0.0,993.8,1,-31.0,0.022727272727272728,3
2023-11-18,Canada,2,1,43.0,58.0,4.460000000000036,1458.58,1,15.0,0.05172413793103448,3
2023-11-18,South Sudan,0,4,167.0,18.0,0.0,983.35,0,-149.0,0.0,0
2023-11-18,Benin,1,2,93.0,63.0,0.0,1248.13,0,-30.0,0.0,0
2023-11-18,Tanzania,1,0,124.0,128.0,0.0,1138.79,1,4.0,0.0234375,3
2023-11-18,Gibraltar,0,14,198.0,2.0,0.0,851.64,0,-196.0,0.0,0
2023-11-18,Republic of Ireland,0,1,53.0,7.0,0.0,1426.26,0,-46.0,0.0,0
2023-11-18,Wales,1,1,35.0,90.0,0.0,1506.04,2,55.0,0.011111111111111112,1
2023-11-18,Croatia,2,0,6.0,134.0,0.0,1742.55,1,128.0,0.022388059701492536,3
2023-11-18,Andorra,0,1,154.0,98.0,0.0,1022.3,0,-56.0,0.0,0
2023-11-18,Kosovo,1,1,109.0,13.0,0.0,1179.69,2,-96.0,0.07692307692307693,1
2023-11-18,Romania,2,1,48.0,76.0,0.0,1443.98,1,28.0,0.039473684210526314,3
2023-11-19,Egypt,2,0,34.0,120.0,0.0,1509.89,1,86.0,0.025,3
2023-11-19,DR Congo,0,1,69.0,131.0,0.0,1350.11,0,62.0,0.0,0
2023-11-19,Nigeria,1,1,39.0,125.0,0.0,1486.48,2,86.0,0.008,1
2023-11-19,Gabon,2,1,85.0,140.0,0.0,1285.25,1,55.0,0.02142857142857143,3
2023-11-19,Algeria,2,0,33.0,117.0,0.0,1511.23,1,84.0,0.02564102564102564,3
2023-11-19,Lithuania,0,1,144.0,118.0,0.0,1069.97,0,-26.0,0.0,0
2023-11-19,Norway,3,3,44.0,30.0,0.0,1458.47,2,-14.0,0.03333333333333333,1
2023-11-19,Georgia,1,3,78.0,10.0,0.0,1312.8,0,-68.0,0.0,0
2023-11-19,Azerbaijan,0,5,121.0,5.0,0.0,1143.22,0,-116.0,0.0,0
2023-11-19,Estonia,0,2,111.0,23.0,0.0,1179.3,0,-88.0,0.0,0
2023-11-19,Montenegro,1,3,71.0,36.0,0.0,1343.45,0,-35.0,0.0,0
2023-11-19,Bulgaria,2,2,77.0,25.0,0.0,1315.48,2,-52.0,0.04,1
2023-11-19,Iceland,0,2,67.0,9.0,0.0,1352.98,0,-58.0,0.0,0
2023-11-19,Slovakia,2,1,47.0,62.0,0.0,1447.05,1,15.0,0.04838709677419355,3
2023-11-19,Luxembourg,1,0,89.0,200.0,0.0,1262.72,1,111.0,0.015,3
2023-11-20,Barbados,2,4,166.0,179.0,0.0,984.05,0,13.0,0.0,0
2023-11-20,Cayman Islands,1,5,193.0,199.0,0.0,859.83,0,6.0,0.0,0
2023-11-20,Turks and Caicos Islands,0,2,202.0,184.0,0.0,839.39,0,-18.0,0.0,0
2023-11-20,Costa Rica,1,3,46.0,45.0,-24.74000000000001,1453.56,0,-1.0,0.0,0
2023-11-20,United States,1,2,11.0,102.0,1.1400000000001,1674.48,0,91.0,0.0,0
2023-11-20,Guinea-Bissau,1,0,112.0,191.0,0.0,1178.93,1,79.0,0.015706806282722512,3
2023-11-20,Ivory Coast,2,0,52.0,119.0,0.0,1433.38,1,67.0,0.025210084033613446,3
2023-11-20,Kenya,5,0,105.0,194.0,0.0,1191.07,1,89.0,0.015463917525773196,3
2023-11-20,Equatorial Guinea,1,0,91.0,148.0,0.0,1251.83,1,57.0,0.02027027027027027,3
2023-11-20,Central African Republic,1,1,126.0,51.0,0.0,1133.5,2,-75.0,0.0196078431372549,1
2023-11-20,Madagascar,3,0,108.0,181.0,0.0,1186.09,1,73.0,0.016574585635359115,3
